Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1626,US-2023-101625,2015-09-05,2015-09-10,First Class,AB-10057,Corporate,United States,Washington,27626,South,FUR-TA-100380,Office Supplies,Art,Art Product 23,350.53,11,0.7,81.1
1627,US-2023-101626,2015-09-05,2015-09-07,Second Class,AB-10086,Home Office,United States,Pennsylvania,95404,West,FUR-TA-100146,Furniture,Bookcases,Bookcases Product 16,603.84,8,0.7,58.15
1628,US-2023-101627,2015-09-06,2015-09-09,Standard Class,AB-10066,Corporate,United States,New York,68368,South,FUR-TA-100979,Office Supplies,Storage,Storage Product 15,465.62,12,0.1,117.21
1629,US-2023-101628,2015-09-06,2015-09-11,Same Day,AB-10030,Consumer,United States,California,23943,West,FUR-TA-100628,Technology,Copiers,Copiers Product 12,6431.23,6,0.7,1123.48
1630,US-2023-101629,2015-09-06,2015-09-11,Same Day,AB-10010,Consumer,United States,California,35227,West,FUR-TA-100455,Office Supplies,Fasteners,Fasteners Product 4,84.56,6,0.0,7.92
1631,US-2023-101630,2015-09-06,2015-09-11,Second Class,AB-10091,Home Office,United States,New York,65875,Central,FUR-TA-100677,Furniture,Tables,Tables Product 7,253.81,3,0.5,44.97
1632,US-2023-101631,2015-09-07,2015-09-12,Standard Class,AB-10033,Home Office,United States,Pennsylvania,35836,Central,FUR-TA-100208,Office Supplies,Appliances,Appliances Product 43,2750.06,12,0.0,988.96
1633,US-2023-101632,2015-09-07,2015-09-08,First Class,AB-10039,Home Office,United States,Texas,30143,Central,FUR-TA-100845,Office Supplies,Art,Art Product 48,14.17,2,0.2,3.39
1634,US-2023-101633,2015-09-07,2015-09-09,Second Class,AB-10071,Consumer,United States,Washington,56119,East,FUR-TA-100747,Office Supplies,Storage,Storage Product 4,167.39,7,0.3,-4.4
1635,US-2023-101634,2015-09-07,2015-09-09,First Class,AB-10080,Consumer,United States,California,63913,South,FUR-TA-100545,Office Supplies,Binders,Binders Product 28,141.14,6,0.0,-1.05
1636,US-2023-101635,2015-09-07,2015-09-12,Same Day,AB-10036,Corporate,United States,Pennsylvania,26792,West,FUR-TA-100865,Office Supplies,Supplies,Supplies Product 49,10.55,1,0.7,2.47
1637,US-2023-101636,2015-09-07,2015-09-08,Same Day,AB-10061,Corporate,United States,Texas,89710,South,FUR-TA-100904,Technology,Copiers,Copiers Product 10,1468.96,2,0.3,29.76
1638,US-2023-101637,2015-09-08,2015-09-13,Same Day,AB-10036,Corporate,United States,New York,99976,Central,FUR-TA-100872,Technology,Accessories,Accessories Product 47,86.9,2,0.5,15.18
1639,US-2023-101638,2015-09-08,2015-09-11,First Class,AB-10076,Consumer,United States,Texas,30137,East,FUR-TA-100273,Office Supplies,Envelopes,Envelopes Product 40,36.76,1,0.1,1.07
1640,US-2023-101639,2015-09-08,2015-09-15,Standard Class,AB-10089,Corporate,United States,Texas,53544,West,FUR-TA-100615,Technology,Machines,Machines Product 17,3030.99,3,0.0,736.0
1641,US-2023-101640,2015-09-08,2015-09-13,Second Class,AB-10013,Home Office,United States,Texas,13608,South,FUR-TA-100926,Office Supplies,Envelopes,Envelopes Product 43,6.3,5,0.1,-0.24
1642,US-2023-101641,2015-09-08,2015-09-13,Second Class,AB-10054,Home Office,United States,Washington,69288,South,FUR-TA-100169,Office Supplies,Envelopes,Envelopes Product 26,17.25,4,0.0,2.87
1643,US-2023-101642,2015-09-08,2015-09-13,Second Class,AB-10066,Consumer,United States,California,92704,West,FUR-TA-100128,Furniture,Furnishings,Furnishings Product 26,232.62,12,0.0,12.48
1644,US-2023-101643,2015-09-08,2015-09-13,First Class,AB-10010,Consumer,United States,California,22618,South,FUR-TA-100875,Office Supplies,Binders,Binders Product 40,54.63,2,0.5,6.11
1645,US-2023-101644,2015-09-08,2015-09-13,Standard Class,AB-10053,Corporate,United States,Washington,87588,Central,FUR-TA-100403,Office Supplies,Labels,Labels Product 7,451.26,8,0.0,62.59
1646,US-2023-101645,2015-09-09,2015-09-16,Same Day,AB-10076,Consumer,United States,Pennsylvania,31433,Central,FUR-TA-100941,Furniture,Bookcases,Bookcases Product 30,1131.56,9,0.2,327.43
1647,US-2023-101646,2015-09-09,2015-09-14,Same Day,AB-10013,Consumer,United States,Texas,67103,South,FUR-TA-100582,Office Supplies,Labels,Labels Product 7,199.03,8,0.7,21.46
1648,US-2023-101647,2015-09-10,2015-09-17,First Class,AB-10042,Home Office,United States,New York,72688,Central,FUR-TA-100160,Office Supplies,Supplies,Supplies Product 45,92.99,7,0.0,24.89
1649,US-2023-101648,2015-09-10,2015-09-13,Second Class,AB-10059,Corporate,United States,Washington,32501,Central,FUR-TA-100408,Office Supplies,Appliances,Appliances Product 24,3880.06,10,0.0,-51.36
1650,US-2023-101649,2015-09-10,2015-09-17,Standard Class,AB-10014,Consumer,United States,Texas,57494,Central,FUR-TA-100301,Office Supplies,Binders,Binders Product 3,154.99,2,0.2,-19.64
1651,US-2023-101650,2015-09-10,2015-09-13,Standard Class,AB-10061,Corporate,United States,Texas,69722,South,FUR-TA-100931,Technology,Phones,Phones Product 12,1182.51,6,0.0,223.95
1652,US-2023-101651,2015-09-10,2015-09-13,Standard Class,AB-10020,Consumer,United States,California,80020,East,FUR-TA-100243,Furniture,Tables,Tables Product 28,1270.86,11,0.0,93.92
1653,US-2023-101652,2015-09-10,2015-09-15,Standard Class,AB-10012,Corporate,United States,Washington,42334,South,FUR-TA-100815,Office Supplies,Art,Art Product 33,20.85,4,0.7,-0.77
1654,US-2023-101653,2015-09-10,2015-09-13,Standard Class,AB-10027,Home Office,United States,New York,94376,East,FUR-TA-100380,Office Supplies,Art,Art Product 47,12.62,5,0.7,-0.44
1655,US-2023-101654,2015-09-10,2015-09-13,Second Class,AB-10039,Home Office,United States,Washington,75159,West,FUR-TA-100562,Office Supplies,Envelopes,Envelopes Product 12,222.37,9,0.0,-3.14
1656,US-2023-101655,2015-09-10,2015-09-13,Same Day,AB-10090,Home Office,United States,New York,47248,Central,FUR-TA-100547,Office Supplies,Appliances,Appliances Product 22,1500.95,13,0.1,250.35
1657,US-2023-101656,2015-09-10,2015-09-15,Second Class,AB-10055,Home Office,United States,Texas,64205,West,FUR-TA-100561,Furniture,Furnishings,Furnishings Product 13,842.02,9,0.2,55.81
1658,US-2023-101657,2015-09-11,2015-09-18,Same Day,AB-10026,Home Office,United States,New York,86960,Central,FUR-TA-100799,Technology,Phones,Phones Product 37,1200.78,4,0.0,-114.32
1659,US-2023-101658,2015-09-11,2015-09-16,Second Class,AB-10048,Corporate,United States,Texas,61149,East,FUR-TA-100169,Office Supplies,Envelopes,Envelopes Product 6,30.48,8,0.7,1.03
1660,US-2023-101659,2015-09-11,2015-09-18,Same Day,AB-10089,Consumer,United States,New York,30142,South,FUR-TA-100199,Technology,Phones,Phones Product 44,3202.15,11,0.7,22.83
1661,US-2023-101660,2015-09-11,2015-09-16,Second Class,AB-10042,Home Office,United States,California,78650,West,FUR-TA-100860,Office Supplies,Fasteners,Fasteners Product 2,5.0,5,0.7,-0.2
1662,US-2023-101661,2015-09-11,2015-09-13,First Class,AB-10075,Consumer,United States,Washington,25206,South,FUR-TA-100422,Office Supplies,Fasteners,Fasteners Product 35,148.89,9,0.5,39.51
1663,US-2023-101662,2015-09-11,2015-09-13,Standard Class,AB-10075,Corporate,United States,California,57125,East,FUR-TA-100592,Technology,Accessories,Accessories Product 33,88.52,2,0.3,9.39
1664,US-2023-101663,2015-09-11,2015-09-16,Standard Class,AB-10097,Consumer,United States,Pennsylvania,25714,West,FUR-TA-100382,Office Supplies,Fasteners,Fasteners Product 4,15.98,4,0.0,7.36
1665,US-2023-101664,2015-09-11,2015-09-14,Second Class,AB-10014,Consumer,United States,Washington,64373,South,FUR-TA-100628,Office Supplies,Art,Art Product 47,10.77,3,0.2,2.52
1666,US-2023-101665,2015-09-12,2015-09-15,Second Class,AB-10045,Consumer,United States,Washington,78098,Central,FUR-TA-100700,Office Supplies,Paper,Paper Product 29,34.92,7,0.5,8.45
1667,US-2023-101666,2015-09-12,2015-09-17,Standard Class,AB-10012,Consumer,United States,New York,47888,South,FUR-TA-100599,Technology,Copiers,Copiers Product 4,1966.48,14,0.1,280.64
1668,US-2023-101667,2015-09-12,2015-09-17,First Class,AB-10041,Home Office,United States,Texas,28401,West,FUR-TA-100227,Office Supplies,Art,Art Product 37,21.5,2,0.5,7.1
1669,US-2023-101668,2015-09-12,2015-09-15,Same Day,AB-10023,Home Office,United States,New York,22008,West,FUR-TA-100851,Office Supplies,Supplies,Supplies Product 33,63.25,3,0.3,19.44
1670,US-2023-101669,2015-09-12,2015-09-19,Same Day,AB-10047,Consumer,United States,Washington,95106,South,FUR-TA-100518,Furniture,Tables,Tables Product 47,1984.37,9,0.0,305.68
1671,US-2023-101670,2015-09-12,2015-09-17,First Class,AB-10014,Consumer,United States,California,60012,South,FUR-TA-100424,Technology,Phones,Phones Product 3,546.02,8,0.0,-160.2
1672,US-2023-101671,2015-09-13,2015-09-18,Standard Class,AB-10055,Corporate,United States,Texas,89594,West,FUR-TA-100801,Furniture,Furnishings,Furnishings Product 16,172.49,2,0.0,-31.83
1673,US-2023-101672,2015-09-13,2015-09-20,Second Class,AB-10065,Corporate,United States,New York,86704,West,FUR-TA-100993,Office Supplies,Fasteners,Fasteners Product 28,112.32,6,0.0,1.17
1674,US-2023-101673,2015-09-13,2015-09-16,Same Day,AB-10090,Consumer,United States,California,10413,East,FUR-TA-100193,Office Supplies,Fasteners,Fasteners Product 10,1016.42,14,0.1,157.18
1675,US-2023-101674,2015-09-13,2015-09-18,Same Day,AB-10069,Home Office,United States,New York,14940,East,FUR-TA-100565,Office Supplies,Supplies,Supplies Product 17,38.53,3,0.0,-3.6
1676,US-2023-101675,2015-09-13,2015-09-20,Same Day,AB-10092,Home Office,United States,Washington,59800,Central,FUR-TA-100567,Office Supplies,Binders,Binders Product 21,775.81,12,0.4,142.38
1677,US-2023-101676,2015-09-14,2015-09-19,Standard Class,AB-10084,Home Office,United States,New York,23642,West,FUR-TA-100638,Furniture,Chairs,Chairs Product 19,47.04,13,0.7,6.41
1678,US-2023-101677,2015-09-14,2015-09-19,Second Class,AB-10016,Home Office,United States,California,54418,East,FUR-TA-100271,Office Supplies,Binders,Binders Product 19,16.45,6,0.4,1.65
1679,US-2023-101678,2015-09-14,2015-09-19,Standard Class,AB-10022,Consumer,United States,California,75967,Central,FUR-TA-100180,Office Supplies,Art,Art Product 29,409.35,14,0.2,52.63
1680,US-2023-101679,2015-09-15,2015-09-20,Standard Class,AB-10034,Home Office,United States,California,26153,East,FUR-TA-100162,Technology,Phones,Phones Product 26,1043.33,5,0.0,-250.56
1681,US-2023-101680,2015-09-15,2015-09-17,Same Day,AB-10021,Corporate,United States,New York,24731,East,FUR-TA-100709,Furniture,Tables,Tables Product 44,1048.06,10,0.2,375.87
1682,US-2023-101681,2015-09-15,2015-09-22,Second Class,AB-10040,Home Office,United States,Washington,26338,South,FUR-TA-100539,Technology,Accessories,Accessories Product 1,5.0,4,0.0,0.33
1683,US-2023-101682,2015-09-15,2015-09-22,Standard Class,AB-10024,Consumer,United States,Pennsylvania,97232,East,FUR-TA-100235,Office Supplies,Storage,Storage Product 10,1096.81,12,0.3,160.23
1684,US-2023-101683,2015-09-15,2015-09-22,Standard Class,AB-10020,Corporate,United States,Pennsylvania,72812,Central,FUR-TA-100303,Technology,Machines,Machines Product 23,1627.74,7,0.5,221.32
1685,US-2023-101684,2015-09-15,2015-09-20,First Class,AB-10041,Corporate,United States,Pennsylvania,58662,West,FUR-TA-100454,Office Supplies,Envelopes,Envelopes Product 15,37.08,11,0.4,1.07
1686,US-2023-101685,2015-09-15,2015-09-17,First Class,AB-10089,Corporate,United States,Texas,88561,South,FUR-TA-100870,Office Supplies,Art,Art Product 40,1254.25,10,0.0,168.77
1687,US-2023-101686,2015-09-16,2015-09-17,Second Class,AB-10018,Consumer,United States,Washington,40056,South,FUR-TA-100530,Technology,Copiers,Copiers Product 1,1814.73,7,0.5,-55.61
1688,US-2023-101687,2015-09-16,2015-09-23,Same Day,AB-10061,Home Office,United States,Washington,20450,East,FUR-TA-100241,Technology,Copiers,Copiers Product 46,519.92,4,0.7,55.12
1689,US-2023-101688,2015-09-16,2015-09-19,Standard Class,AB-10050,Corporate,United States,Texas,99658,West,FUR-TA-100784,Office Supplies,Fasteners,Fasteners Product 38,42.84,3,0.0,5.59
1690,US-2023-101689,2015-09-16,2015-09-19,First Class,AB-10021,Consumer,United States,Pennsylvania,25724,South,FUR-TA-100562,Office Supplies,Art,Art Product 20,45.45,4,0.0,3.45
1691,US-2023-101690,2015-09-16,2015-09-21,Second Class,AB-10092,Home Office,United States,Pennsylvania,45452,West,FUR-TA-100934,Office Supplies,Binders,Binders Product 20,26.75,2,0.3,3.45
1692,US-2023-101691,2015-09-16,2015-09-21,Same Day,AB-10087,Corporate,United States,Texas,19565,East,FUR-TA-100507,Office Supplies,Labels,Labels Product 23,305.09,4,0.1,65.8
1693,US-2023-101692,2015-09-16,2015-09-21,First Class,AB-10021,Home Office,United States,California,45936,West,FUR-TA-100545,Office Supplies,Art,Art Product 31,25.42,4,0.4,7.45
1694,US-2023-101693,2015-09-16,2015-09-21,Same Day,AB-10073,Consumer,United States,Washington,28108,West,FUR-TA-100869,Office Supplies,Appliances,Appliances Product 49,1674.09,12,0.0,708.0
1695,US-2023-101694,2015-09-16,2015-09-21,Same Day,AB-10097,Consumer,United States,Pennsylvania,22969,West,FUR-TA-100296,Technology,Accessories,Accessories Product 17,22.9,5,0.0,4.97
1696,US-2023-101695,2015-09-17,2015-09-24,First Class,AB-10082,Consumer,United States,Pennsylvania,64382,Central,FUR-TA-100295,Furniture,Tables,Tables Product 27,41.91,1,0.5,3.17
1697,US-2023-101696,2015-09-17,2015-09-19,Standard Class,AB-10094,Corporate,United States,Texas,16502,Central,FUR-TA-100967,Office Supplies,Labels,Labels Product 38,5.0,2,0.4,-0.25
1698,US-2023-101697,2015-09-17,2015-09-20,First Class,AB-10021,Consumer,United States,New York,52176,East,FUR-TA-100485,Furniture,Chairs,Chairs Product 46,1712.69,8,0.2,74.56
1699,US-2023-101698,2015-09-17,2015-09-22,First Class,AB-10046,Home Office,United States,Washington,62479,East,FUR-TA-100417,Office Supplies,Labels,Labels Product 5,135.3,8,0.0,-11.35
1700,US-2023-101699,2015-09-17,2015-09-24,Standard Class,AB-10014,Corporate,United States,Washington,47143,East,FUR-TA-100622,Furniture,Chairs,Chairs Product 36,1125.2,8,0.0,86.49
1701,US-2023-101700,2015-09-18,2015-09-21,Second Class,AB-10018,Home Office,United States,Washington,40970,East,FUR-TA-100879,Office Supplies,Art,Art Product 44,210.86,5,0.0,34.68
1702,US-2023-101701,2015-09-18,2015-09-21,Standard Class,AB-10066,Consumer,United States,California,48001,East,FUR-TA-100950,Office Supplies,Supplies,Supplies Product 36,165.14,8,0.7,28.98
1703,US-2023-101702,2015-09-18,2015-09-23,Standard Class,AB-10029,Consumer,United States,New York,96818,South,FUR-TA-100688,Technology,Phones,Phones Product 23,3301.72,9,0.0,491.9
1704,US-2023-101703,2015-09-18,2015-09-23,Same Day,AB-10079,Home Office,United States,Washington,73101,Central,FUR-TA-100822,Furniture,Chairs,Chairs Product 32,1606.66,14,0.2,242.29
1705,US-2023-101704,2015-09-18,2015-09-25,Second Class,AB-10022,Corporate,United States,California,38698,East,FUR-TA-100439,Office Supplies,Storage,Storage Product 22,171.17,4,0.1,28.45
1706,US-2023-101705,2015-09-18,2015-09-25,Same Day,AB-10089,Consumer,United States,California,75934,East,FUR-TA-100632,Office Supplies,Supplies,Supplies Product 27,405.15,4,0.3,123.27
1707,US-2023-101706,2015-09-18,2015-09-23,Same Day,AB-10093,Corporate,United States,California,77067,South,FUR-TA-100923,Technology,Phones,Phones Product 14,2198.52,7,0.0,-41.35
1708,US-2023-101707,2015-09-19,2015-09-24,First Class,AB-10014,Consumer,United States,Washington,98847,South,FUR-TA-100642,Office Supplies,Art,Art Product 36,50.05,5,0.1,0.83
1709,US-2023-101708,2015-09-19,2015-09-21,Standard Class,AB-10052,Home Office,United States,Washington,25677,East,FUR-TA-100258,Office Supplies,Storage,Storage Product 11,310.29,11,0.7,109.5
1710,US-2023-101709,2015-09-19,2015-09-24,Standard Class,AB-10090,Home Office,United States,Texas,98503,South,FUR-TA-100936,Office Supplies,Fasteners,Fasteners Product 13,49.65,10,0.2,0.93
1711,US-2023-101710,2015-09-19,2015-09-24,Same Day,AB-10063,Corporate,United States,Texas,23333,South,FUR-TA-100779,Technology,Phones,Phones Product 49,40.99,1,0.5,13.2
1712,US-2023-101711,2015-09-19,2015-09-22,Standard Class,AB-10071,Corporate,United States,New York,84454,Central,FUR-TA-100101,Furniture,Tables,Tables Product 39,1326.13,8,0.0,416.13
1713,US-2023-101712,2015-09-19,2015-09-22,Second Class,AB-10019,Corporate,United States,Texas,10192,West,FUR-TA-100366,Office Supplies,Storage,Storage Product 10,142.74,4,0.7,4.74
1714,US-2023-101713,2015-09-19,2015-09-26,Standard Class,AB-10039,Consumer,United States,Washington,87712,East,FUR-TA-100791,Technology,Copiers,Copiers Product 37,4177.93,8,0.4,659.06
1715,US-2023-101714,2015-09-19,2015-09-24,Same Day,AB-10016,Home Office,United States,Texas,21066,Central,FUR-TA-100635,Office Supplies,Fasteners,Fasteners Product 10,5.0,2,0.4,1.04
1716,US-2023-101715,2015-09-19,2015-09-24,Standard Class,AB-10066,Consumer,United States,New York,21530,West,FUR-TA-100787,Office Supplies,Fasteners,Fasteners Product 42,572.4,12,0.0,232.24
1717,US-2023-101716,2015-09-20,2015-09-21,Same Day,AB-10020,Corporate,United States,Washington,39825,Central,FUR-TA-100417,Office Supplies,Appliances,Appliances Product 4,620.77,12,0.5,69.93
1718,US-2023-101717,2015-09-20,2015-09-25,Second Class,AB-10081,Consumer,United States,Pennsylvania,15899,West,FUR-TA-100450,Office Supplies,Envelopes,Envelopes Product 11,56.83,4,0.7,6.07
1719,US-2023-101718,2015-09-20,2015-09-27,First Class,AB-10060,Corporate,United States,Pennsylvania,68038,South,FUR-TA-100613,Office Supplies,Paper,Paper Product 18,25.7,2,0.2,6.02
1720,US-2023-101719,2015-09-20,2015-09-23,Same Day,AB-10073,Consumer,United States,Pennsylvania,95617,Central,FUR-TA-100317,Office Supplies,Appliances,Appliances Product 38,2369.74,5,0.0,24.33
1721,US-2023-101720,2015-09-21,2015-09-26,Same Day,AB-10040,Consumer,United States,New York,33170,East,FUR-TA-100884,Office Supplies,Paper,Paper Product 42,557.88,10,0.0,67.72
1722,US-2023-101721,2015-09-21,2015-09-24,Standard Class,AB-10010,Corporate,United States,New York,77148,South,FUR-TA-100927,Office Supplies,Envelopes,Envelopes Product 18,127.27,10,0.3,-26.07
1723,US-2023-101722,2015-09-21,2015-09-26,First Class,AB-10098,Consumer,United States,Washington,89553,South,FUR-TA-100282,Technology,Machines,Machines Product 39,26048.74,14,0.0,12232.79
1724,US-2023-101723,2015-09-22,2015-09-29,Second Class,AB-10067,Corporate,United States,Pennsylvania,71531,West,FUR-TA-100660,Furniture,Chairs,Chairs Product 1,1061.72,8,0.7,383.92
1725,US-2023-101724,2015-09-22,2015-09-27,First Class,AB-10096,Home Office,United States,California,79185,Central,FUR-TA-100987,Office Supplies,Paper,Paper Product 14,173.42,11,0.3,20.47
1726,US-2023-101725,2015-09-22,2015-09-29,Same Day,AB-10060,Corporate,United States,Texas,79376,West,FUR-TA-100538,Office Supplies,Supplies,Supplies Product 30,537.28,7,0.7,-9.87
1727,US-2023-101726,2015-09-22,2015-09-29,Second Class,AB-10031,Corporate,United States,Pennsylvania,62716,East,FUR-TA-100141,Office Supplies,Binders,Binders Product 33,234.03,11,0.0,-6.05
1728,US-2023-101727,2015-09-22,2015-09-29,Second Class,AB-10083,Home Office,United States,Pennsylvania,53855,East,FUR-TA-100471,Furniture,Bookcases,Bookcases Product 10,592.96,5,0.0,123.02
1729,US-2023-101728,2015-09-22,2015-09-29,First Class,AB-10055,Consumer,United States,Pennsylvania,83024,South,FUR-TA-100594,Office Supplies,Paper,Paper Product 42,594.14,11,0.4,-9.45
1730,US-2023-101729,2015-09-22,2015-09-23,Same Day,AB-10026,Corporate,United States,Pennsylvania,10798,Central,FUR-TA-100176,Technology,Phones,Phones Product 49,2064.47,7,0.4,-125.73
1731,US-2023-101730,2015-09-23,2015-09-30,First Class,AB-10022,Consumer,United States,Washington,57211,South,FUR-TA-100829,Office Supplies,Fasteners,Fasteners Product 31,38.15,5,0.1,-3.23
1732,US-2023-101731,2015-09-23,2015-09-25,Standard Class,AB-10089,Consumer,United States,Texas,97675,East,FUR-TA-100577,Technology,Accessories,Accessories Product 49,110.76,7,0.5,15.15
1733,US-2023-101732,2015-09-23,2015-09-24,Same Day,AB-10085,Corporate,United States,Pennsylvania,32239,Central,FUR-TA-100759,Technology,Phones,Phones Product 13,313.7,4,0.0,49.28
1734,US-2023-101733,2015-09-23,2015-09-25,Second Class,AB-10088,Corporate,United States,Washington,87178,East,FUR-TA-100811,Furniture,Tables,Tables Product 8,752.29,4,0.0,310.48
1735,US-2023-101734,2015-09-23,2015-09-26,First Class,AB-10048,Corporate,United States,Pennsylvania,33167,Central,FUR-TA-100477,Furniture,Tables,Tables Product 35,670.74,10,0.0,14.42
1736,US-2023-101735,2015-09-24,2015-09-29,Standard Class,AB-10028,Corporate,United States,California,74761,South,FUR-TA-100675,Technology,Machines,Machines Product 33,502.6,4,0.0,102.67
1737,US-2023-101736,2015-09-24,2015-09-29,Second Class,AB-10094,Home Office,United States,Washington,52521,South,FUR-TA-100462,Technology,Accessories,Accessories Product 24,1384.98,11,0.3,21.6
1738,US-2023-101737,2015-09-24,2015-09-25,Standard Class,AB-10070,Corporate,United States,California,90407,East,FUR-TA-100439,Furniture,Furnishings,Furnishings Product 13,21.08,8,0.5,-0.19
1739,US-2023-101738,2015-09-24,2015-09-29,Same Day,AB-10014,Home Office,United States,Pennsylvania,60856,South,FUR-TA-100721,Furniture,Bookcases,Bookcases Product 23,231.42,1,0.0,43.51
1740,US-2023-101739,2015-09-24,2015-09-29,Standard Class,AB-10066,Corporate,United States,Texas,38015,South,FUR-TA-100942,Furniture,Chairs,Chairs Product 28,1272.02,10,0.3,348.02
1741,US-2023-101740,2015-09-24,2015-09-29,Second Class,AB-10056,Consumer,United States,Washington,54317,South,FUR-TA-100127,Technology,Copiers,Copiers Product 9,9670.99,5,0.5,919.33
1742,US-2023-101741,2015-09-24,2015-09-27,Standard Class,AB-10088,Corporate,United States,California,99667,West,FUR-TA-100302,Furniture,Chairs,Chairs Product 5,789.39,12,0.7,-58.28
1743,US-2023-101742,2015-09-25,2015-09-28,First Class,AB-10041,Consumer,United States,California,27581,West,FUR-TA-100684,Office Supplies,Fasteners,Fasteners Product 37,17.54,10,0.5,4.17
1744,US-2023-101743,2015-09-25,2015-09-28,Same Day,AB-10010,Home Office,United States,Texas,70603,East,FUR-TA-100391,Technology,Machines,Machines Product 40,88.86,2,0.4,17.78
1745,US-2023-101744,2015-09-25,2015-09-28,Standard Class,AB-10088,Consumer,United States,Washington,70632,South,FUR-TA-100233,Furniture,Furnishings,Furnishings Product 48,949.25,10,0.1,202.94
1746,US-2023-101745,2015-09-25,2015-09-30,Standard Class,AB-10044,Home Office,United States,New York,68841,South,FUR-TA-100127,Office Supplies,Fasteners,Fasteners Product 40,12.79,4,0.0,4.96
1747,US-2023-101746,2015-09-25,2015-09-30,Second Class,AB-10093,Corporate,United States,California,86361,West,FUR-TA-100368,Office Supplies,Labels,Labels Product 18,208.53,5,0.4,-2.12
1748,US-2023-101747,2015-09-25,2015-09-28,First Class,AB-10040,Corporate,United States,Washington,65774,West,FUR-TA-100976,Technology,Machines,Machines Product 4,5242.84,8,0.0,1224.26
1749,US-2023-101748,2015-09-25,2015-09-28,First Class,AB-10029,Consumer,United States,New York,16573,Central,FUR-TA-100226,Office Supplies,Paper,Paper Product 36,24.66,2,0.4,5.32
1750,US-2023-101749,2015-09-26,2015-09-29,First Class,AB-10056,Consumer,United States,Washington,22690,South,FUR-TA-100186,Office Supplies,Labels,Labels Product 48,40.36,2,0.3,4.76
1751,US-2023-101750,2015-09-26,2015-10-03,First Class,AB-10033,Consumer,United States,Pennsylvania,51474,East,FUR-TA-100146,Office Supplies,Art,Art Product 2,15.53,2,0.0,2.06
1752,US-2023-101751,2015-09-26,2015-09-29,Standard Class,AB-10049,Consumer,United States,California,11493,East,FUR-TA-100494,Furniture,Furnishings,Furnishings Product 13,539.49,14,0.0,100.4
1753,US-2023-101752,2015-09-26,2015-10-03,First Class,AB-10083,Home Office,United States,New York,80501,Central,FUR-TA-100858,Furniture,Bookcases,Bookcases Product 24,108.75,8,0.0,23.27
1754,US-2023-101753,2015-09-27,2015-10-02,Same Day,AB-10087,Home Office,United States,Texas,68470,West,FUR-TA-100312,Office Supplies,Envelopes,Envelopes Product 42,756.4,12,0.0,1.17
1755,US-2023-101754,2015-09-27,2015-09-28,First Class,AB-10073,Consumer,United States,Texas,65225,West,FUR-TA-100650,Office Supplies,Supplies,Supplies Product 18,434.2,14,0.2,115.11
1756,US-2023-101755,2015-09-27,2015-10-04,Second Class,AB-10082,Corporate,United States,Pennsylvania,25193,Central,FUR-TA-100507,Technology,Accessories,Accessories Product 13,307.2,3,0.4,62.68
1757,US-2023-101756,2015-09-27,2015-10-02,First Class,AB-10019,Consumer,United States,Pennsylvania,54022,Central,FUR-TA-100430,Technology,Phones,Phones Product 14,2984.6,5,0.4,90.25
1758,US-2023-101757,2015-09-27,2015-10-02,Second Class,AB-10070,Home Office,United States,New York,44424,West,FUR-TA-100144,Office Supplies,Supplies,Supplies Product 19,103.67,2,0.3,19.08
1759,US-2023-101758,2015-09-27,2015-10-02,Same Day,AB-10011,Home Office,United States,California,45406,East,FUR-TA-100701,Office Supplies,Paper,Paper Product 41,79.16,6,0.3,15.3
1760,US-2023-101759,2015-09-27,2015-10-02,First Class,AB-10032,Corporate,United States,California,21582,Central,FUR-TA-100659,Office Supplies,Paper,Paper Product 13,231.92,10,0.4,43.57
1761,US-2023-101760,2015-09-27,2015-09-30,Same Day,AB-10091,Home Office,United States,Texas,42521,South,FUR-TA-100397,Technology,Accessories,Accessories Product 10,160.85,6,0.5,18.88
1762,US-2023-101761,2015-09-27,2015-09-28,Standard Class,AB-10074,Consumer,United States,Pennsylvania,26309,East,FUR-TA-100567,Office Supplies,Binders,Binders Product 46,80.42,2,0.2,-1.52
1763,US-2023-101762,2015-09-27,2015-10-04,First Class,AB-10067,Home Office,United States,Texas,74401,West,FUR-TA-100158,Office Supplies,Storage,Storage Product 4,271.64,4,0.0,-1.13
1764,US-2023-101763,2015-09-28,2015-10-05,Same Day,AB-10020,Consumer,United States,New York,94036,West,FUR-TA-100384,Office Supplies,Paper,Paper Product 29,42.86,11,0.4,15.87
1765,US-2023-101764,2015-09-28,2015-09-30,Same Day,AB-10045,Corporate,United States,Texas,37194,Central,FUR-TA-100353,Office Supplies,Storage,Storage Product 20,363.5,2,0.0,47.67
1766,US-2023-101765,2015-09-28,2015-10-03,Second Class,AB-10072,Home Office,United States,Texas,44219,West,FUR-TA-100167,Office Supplies,Binders,Binders Product 43,461.0,14,0.2,123.94
1767,US-2023-101766,2015-09-28,2015-10-03,Same Day,AB-10045,Corporate,United States,Pennsylvania,36860,East,FUR-TA-100597,Office Supplies,Storage,Storage Product 43,151.85,10,0.4,20.15
1768,US-2023-101767,2015-09-28,2015-09-30,Same Day,AB-10066,Consumer,United States,Pennsylvania,97263,Central,FUR-TA-100693,Furniture,Furnishings,Furnishings Product 14,427.02,4,0.4,-15.94
